# Angle	O-O-O	O-Si-O	Si-O-Si	Si-Si-Si
130.61	0.00781	0.00256	0.02145	0.00781
130.84	0.00752	0.00254	0.02105	0.00815
131.06	0.00755	0.00257	0.02145	0.00778
131.29	0.00760	0.00259	0.01992	0.00823
131.51	0.00745	0.00253	0.02032	0.00782
131.74	0.00744	0.00206	0.02038	0.00797
131.96	0.00733	0.00235	0.02178	0.00763
132.19	0.00723	0.00230	0.02178	0.00752
132.41	0.00726	0.00249	0.02087	0.00772
132.64	0.00745	0.00213	0.02127	0.00745
132.86	0.00706	0.00223	0.02099	0.00731
133.09	0.00699	0.00185	0.01974	0.00727
133.31	0.00729	0.00198	0.01968	0.00747
133.54	0.00701	0.00208	0.01901	0.00793
133.76	0.00681	0.00165	0.01996	0.00776
133.99	0.00687	0.00183	0.01925	0.00708
134.21	0.00697	0.00190	0.02029	0.00742
134.44	0.00679	0.00199	0.01986	0.00702
134.66	0.00675	0.00157	0.02050	0.00721
134.89	0.00683	0.00143	0.01947	0.00727
135.11	0.00686	0.00146	0.02011	0.00691
135.34	0.00675	0.00177	0.01956	0.00707
135.56	0.00658	0.00170	0.01886	0.00697
135.79	0.00645	0.00134	0.02123	0.00753
136.01	0.00641	0.00144	0.01916	0.00707
136.24	0.00641	0.00112	0.01947	0.00710
136.46	0.00631	0.00158	0.01889	0.00716
136.69	0.00648	0.00145	0.01983	0.00697
136.91	0.00636	0.00153	0.01941	0.00678
137.14	0.00638	0.00149	0.01807	0.00672
137.36	0.00623	0.00148	0.01804	0.00713
137.59	0.00644	0.00132	0.01953	0.00689
137.81	0.00615	0.00141	0.01861	0.00680
138.04	0.00622	0.00125	0.01837	0.00656
138.26	0.00599	0.00141	0.01962	0.00654
138.49	0.00600	0.00156	0.01639	0.00626
138.71	0.00602	0.00114	0.01752	0.00673
138.94	0.00607	0.00122	0.01776	0.00674
139.16	0.00596	0.00138	0.01819	0.00647
139.39	0.00590	0.00115	0.01724	0.00630
139.61	0.00592	0.00130	0.01788	0.00576
139.84	0.00579	0.00129	0.01734	0.00634
140.06	0.00590	0.00123	0.01624	0.00623
140.29	0.00588	0.00124	0.01682	0.00624
140.51	0.00567	0.00109	0.01813	0.00545
140.74	0.00576	0.00143	0.01730	0.00575
140.96	0.00568	0.00107	0.01779	0.00573
141.19	0.00565	0.00124	0.01624	0.00633
141.41	0.00564	0.00109	0.01727	0.00581
141.64	0.00549	0.00122	0.01587	0.00600
141.86	0.00566	0.00119	0.01450	0.00595
142.09	0.00564	0.00111	0.01584	0.00568
142.31	0.00556	0.00105	0.01526	0.00559
142.54	0.00536	0.00114	0.01648	0.00574
142.76	0.00548	0.00102	0.01633	0.00592
142.99	0.00541	0.00086	0.01557	0.00558
143.21	0.00550	0.00107	0.01517	0.00553
143.44	0.00540	0.00124	0.01545	0.00541
143.66	0.00518	0.00120	0.01438	0.00533
143.89	0.00527	0.00112	0.01593	0.00576
144.11	0.00515	0.00120	0.01444	0.00546
144.34	0.00533	0.00138	0.01472	0.00529
144.56	0.00517	0.00103	0.01423	0.00544
144.79	0.00527	0.00114	0.01420	0.00534
145.01	0.00526	0.00120	0.01444	0.00520
145.24	0.00528	0.00106	0.01328	0.00541
145.46	0.00516	0.00104	0.01344	0.00500
145.69	0.00511	0.00102	0.01307	0.00527
145.91	0.00509	0.00111	0.01347	0.00466
146.14	0.00508	0.00101	0.01197	0.00523
146.36	0.00515	0.00124	0.01213	0.00536
146.59	0.00493	0.00094	0.01298	0.00501
146.81	0.00510	0.00097	0.01264	0.00479
147.04	0.00498	0.00111	0.01255	0.00482
147.26	0.00487	0.00096	0.01341	0.00504
147.49	0.00495	0.00124	0.01334	0.00529
147.71	0.00485	0.00105	0.01179	0.00445
147.94	0.00496	0.00108	0.01322	0.00478
148.16	0.00461	0.00120	0.01225	0.00452
148.39	0.00472	0.00116	0.01112	0.00453
148.61	0.00477	0.00099	0.01109	0.00437
148.84	0.00475	0.00138	0.01191	0.00442
149.06	0.00475	0.00106	0.01146	0.00467
149.29	0.00474	0.00129	0.01173	0.00457
149.51	0.00466	0.00123	0.01115	0.00432
149.74	0.00474	0.00112	0.01082	0.00413
149.96	0.00463	0.00097	0.01091	0.00412
150.19	0.00464	0.00097	0.01045	0.00430
150.41	0.00448	0.00117	0.01057	0.00407
150.64	0.00457	0.00116	0.01146	0.00396
150.86	0.00459	0.00117	0.01124	0.00402
151.09	0.00446	0.00107	0.01051	0.00411
151.31	0.00446	0.00133	0.01161	0.00393
151.54	0.00445	0.00108	0.00902	0.00419
151.76	0.00436	0.00111	0.00996	0.00398
151.99	0.00431	0.00136	0.00969	0.00398
152.21	0.00431	0.00127	0.00917	0.00419
152.44	0.00435	0.00117	0.01027	0.00396
152.66	0.00440	0.00145	0.01024	0.00371
152.89	0.00433	0.00139	0.00880	0.00368
153.11	0.00435	0.00144	0.00954	0.00382
153.34	0.00443	0.00129	0.00935	0.00377
153.56	0.00428	0.00113	0.00899	0.00385
153.79	0.00409	0.00140	0.00990	0.00324
154.01	0.00423	0.00134	0.00859	0.00349
154.24	0.00427	0.00156	0.00880	0.00330
154.46	0.00417	0.00129	0.00850	0.00339
154.69	0.00414	0.00146	0.01002	0.00324
154.91	0.00418	0.00138	0.00966	0.00356
155.14	0.00414	0.00173	0.00932	0.00317
155.36	0.00397	0.00166	0.00941	0.00346
155.59	0.00395	0.00170	0.00911	0.00372
155.81	0.00406	0.00179	0.00938	0.00315
156.04	0.00407	0.00146	0.00938	0.00315
156.26	0.00411	0.00175	0.00987	0.00319
156.49	0.00399	0.00147	0.00957	0.00341
156.71	0.00379	0.00173	0.00810	0.00302
156.94	0.00377	0.00164	0.00890	0.00321
157.16	0.00402	0.00162	0.00884	0.00290
157.39	0.00386	0.00149	0.00807	0.00260
157.61	0.00385	0.00178	0.00813	0.00326
157.84	0.00386	0.00148	0.00689	0.00302
158.06	0.00380	0.00185	0.00701	0.00289
158.29	0.00373	0.00203	0.00835	0.00254
158.51	0.00362	0.00207	0.00795	0.00272
158.74	0.00373	0.00186	0.00829	0.00291
158.96	0.00366	0.00199	0.00728	0.00269
159.19	0.00358	0.00199	0.00777	0.00241
159.41	0.00365	0.00187	0.00795	0.00253
159.64	0.00366	0.00210	0.00789	0.00280
159.86	0.00351	0.00202	0.00746	0.00291
160.09	0.00353	0.00209	0.00804	0.00244
160.31	0.00337	0.00219	0.00704	0.00254
160.54	0.00360	0.00217	0.00725	0.00258
160.76	0.00350	0.00235	0.00765	0.00262
160.99	0.00331	0.00218	0.00701	0.00272
161.21	0.00334	0.00178	0.00704	0.00240
161.44	0.00344	0.00222	0.00746	0.00244
161.66	0.00329	0.00242	0.00695	0.00236
161.89	0.00326	0.00243	0.00725	0.00225
162.11	0.00315	0.00228	0.00655	0.00221
162.34	0.00331	0.00198	0.00612	0.00209
162.56	0.00312	0.00199	0.00646	0.00226
162.79	0.00327	0.00236	0.00731	0.00222
163.01	0.00311	0.00208	0.00612	0.00225
163.24	0.00310	0.00245	0.00661	0.00189
163.46	0.00310	0.00234	0.00673	0.00218
163.69	0.00306	0.00228	0.00658	0.00208
163.91	0.00293	0.00234	0.00710	0.00218
164.14	0.00288	0.00262	0.00609	0.00194
164.36	0.00285	0.00257	0.00594	0.00192
164.59	0.00288	0.00236	0.00600	0.00170
164.81	0.00293	0.00251	0.00585	0.00171
165.04	0.00281	0.00287	0.00609	0.00192
165.26	0.00270	0.00224	0.00603	0.00192
165.49	0.00272	0.00227	0.00606	0.00189
165.71	0.00272	0.00245	0.00603	0.00170
165.94	0.00275	0.00229	0.00548	0.00167
166.16	0.00257	0.00252	0.00600	0.00176
166.39	0.00251	0.00257	0.00582	0.00179
166.61	0.00255	0.00276	0.00588	0.00149
166.84	0.00250	0.00249	0.00539	0.00174
167.06	0.00245	0.00269	0.00561	0.00128
167.29	0.00250	0.00240	0.00494	0.00149
167.51	0.00242	0.00251	0.00588	0.00178
167.74	0.00239	0.00295	0.00478	0.00141
167.96	0.00224	0.00210	0.00558	0.00148
168.19	0.00225	0.00224	0.00512	0.00128
168.41	0.00224	0.00276	0.00478	0.00111
168.64	0.00228	0.00262	0.00518	0.00126
168.86	0.00224	0.00281	0.00484	0.00130
169.09	0.00218	0.00256	0.00454	0.00112
169.31	0.00215	0.00256	0.00506	0.00128
169.54	0.00208	0.00231	0.00445	0.00128
169.76	0.00201	0.00259	0.00487	0.00135
169.99	0.00208	0.00248	0.00448	0.00118
170.21	0.00194	0.00271	0.00363	0.00104
170.44	0.00191	0.00222	0.00448	0.00111
170.66	0.00183	0.00224	0.00439	0.00103
170.89	0.00179	0.00230	0.00332	0.00098
171.11	0.00174	0.00233	0.00335	0.00101
171.34	0.00173	0.00230	0.00299	0.00107
171.56	0.00172	0.00233	0.00390	0.00092
171.79	0.00169	0.00238	0.00378	0.00088
172.01	0.00176	0.00233	0.00344	0.00090
172.24	0.00163	0.00233	0.00341	0.00101
172.46	0.00152	0.00189	0.00314	0.00066
172.69	0.00149	0.00218	0.00329	0.00068
172.91	0.00149	0.00230	0.00302	0.00071
173.14	0.00146	0.00200	0.00311	0.00076
173.36	0.00132	0.00204	0.00289	0.00077
173.59	0.00135	0.00204	0.00274	0.00074
173.81	0.00137	0.00187	0.00274	0.00060
174.04	0.00124	0.00153	0.00277	0.00058
174.26	0.00121	0.00181	0.00213	0.00067
174.49	0.00120	0.00175	0.00244	0.00072
174.71	0.00110	0.00157	0.00183	0.00057
174.94	0.00107	0.00162	0.00192	0.00057
175.16	0.00105	0.00176	0.00247	0.00048
175.39	0.00097	0.00137	0.00216	0.00046
175.61	0.00093	0.00158	0.00174	0.00043
175.84	0.00089	0.00147	0.00189	0.00039
176.06	0.00082	0.00135	0.00207	0.00050
176.29	0.00078	0.00113	0.00213	0.00036
176.51	0.00075	0.00112	0.00171	0.00029
176.74	0.00070	0.00104	0.00131	0.00037
176.96	0.00064	0.00091	0.00131	0.00035
177.19	0.00057	0.00117	0.00140	0.00026
177.41	0.00060	0.00097	0.00097	0.00031
177.64	0.00052	0.00066	0.00122	0.00035
177.86	0.00050	0.00093	0.00113	0.00027
178.09	0.00045	0.00059	0.00082	0.00017
178.31	0.00035	0.00057	0.00085	0.00013
178.54	0.00032	0.00063	0.00088	0.00014
178.76	0.00029	0.00033	0.00058	0.00013
178.99	0.00022	0.00040	0.00049	0.00017
179.21	0.00018	0.00021	0.00046	0.00009
179.44	0.00013	0.00020	0.00027	0.00010
179.66	0.00007	0.00015	0.00015	0.00005
179.89	0.00002	0.00003	0.00000	0.00000
